"id","text"
"dark-patterns-buster-646","₹2,389"
"dark-patterns-buster-647","₹2,389"
"dark-patterns-buster-648","₹"
"dark-patterns-buster-649","₹"
"dark-patterns-buster-650","2,399"
"dark-patterns-buster-651","2,399"
"dark-patterns-buster-652","Google Back Cover for Google Pixel 7a"
"dark-patterns-buster-653","Google Back Cover for Google Pixel 7a"
"dark-patterns-buster-654","Blue"
"dark-patterns-buster-655","Blue"
"dark-patterns-buster-656","4.6"
"dark-patterns-buster-657","4.6"
"dark-patterns-buster-658","(163)"
"dark-patterns-buster-659","(163)"
"dark-patterns-buster-660","₹2,799"
"dark-patterns-buster-661","₹2,799"
"dark-patterns-buster-662","Page 1 of 1,826"
"dark-patterns-buster-663","Page 1 of 1,826"
"dark-patterns-buster-664","1"
"dark-patterns-buster-665","1"
"dark-patterns-buster-666","2"
"dark-patterns-buster-667","2"
"dark-patterns-buster-668","3"
"dark-patterns-buster-669","3"
"dark-patterns-buster-670","4"
"dark-patterns-buster-671","4"
"dark-patterns-buster-672","5"
"dark-patterns-buster-673","5"
"dark-patterns-buster-674","6"
"dark-patterns-buster-675","6"
"dark-patterns-buster-676","7"
"dark-patterns-buster-677","7"
"dark-patterns-buster-678","8"
"dark-patterns-buster-679","8"
"dark-patterns-buster-680","9"
"dark-patterns-buster-681","9"
"dark-patterns-buster-682","10"
"dark-patterns-buster-683","10"
"dark-patterns-buster-684","Next"
"dark-patterns-buster-685","Next"
"dark-patterns-buster-686","Did you find what you were looking for?"
"dark-patterns-buster-687","Did you find what you were looking for?"
"dark-patterns-buster-688","Yes"
"dark-patterns-buster-689","Yes"
"dark-patterns-buster-690","No"
"dark-patterns-buster-691","No"
"dark-patterns-buster-692","Reviews for Popular All Categories"
"dark-patterns-buster-693","Reviews for Popular All Categories"
"dark-patterns-buster-694","1. Google Chromecast with TV (..."
"dark-patterns-buster-695","1. Google Chromecast with TV (..."
"dark-patterns-buster-696","4.5"
"dark-patterns-buster-697","4.5"
"dark-patterns-buster-698","823 Ratings"
"dark-patterns-buster-699","823 Ratings"
"dark-patterns-buster-700","&"
"dark-patterns-buster-701","&"
"dark-patterns-buster-702","108 Reviews"
"dark-patterns-buster-703","108 Reviews"
"dark-patterns-buster-704","₹3,999"
"dark-patterns-buster-705","₹3,999"
"dark-patterns-buster-706","11% off"
"dark-patterns-buster-707","11% off"
"dark-patterns-buster-708","Type: Streming Media Player"
"dark-patterns-buster-709","Type: Streming Media Player"
"dark-patterns-buster-710","Most Helpful Review"
"dark-patterns-buster-711","Most Helpful Review"
"dark-patterns-buster-712","5"
"dark-patterns-buster-713","5"
"dark-patterns-buster-714","Excellent"
"dark-patterns-buster-715","Excellent"
"dark-patterns-buster-716","Fast and responsive UI. Great remote. A less known feature is that it supports wireless headphones that enables you to watch TV without disturbing others."
"dark-patterns-buster-717","Fast and responsive UI. Great remote. A less known feature is that it supports wireless headphones that enables you to watch TV without disturbing others."
"dark-patterns-buster-718","Read full review"
"dark-patterns-buster-719","Read full review"
"dark-patterns-buster-720","Brighty"
"dark-patterns-buster-721","Brighty"
"dark-patterns-buster-722","Certified Buyer"
"dark-patterns-buster-723","Certified Buyer"
"dark-patterns-buster-724","Nov, 2022"
"dark-patterns-buster-725","Nov, 2022"
"dark-patterns-buster-726","Recent Review"
"dark-patterns-buster-727","Recent Review"
"dark-patterns-buster-728","5"
"dark-patterns-buster-729","5"
"dark-patterns-buster-730","Highly recommended"
"dark-patterns-buster-731","Highly recommended"
"dark-patterns-buster-732","Excellent for slightly older TVs.  Smooth os and good updates.  It seems slightly better than Android TV."
"dark-patterns-buster-733","Excellent for slightly older TVs.  Smooth os and good updates.  It seems slightly better than Android TV."
"dark-patterns-buster-734","PS I had used mi stick and realme stick and this is..."
"dark-patterns-buster-735","PS I had used mi stick and realme stick and this is..."
"dark-patterns-buster-736","Read full review"
"dark-patterns-buster-737","Read full review"
"dark-patterns-buster-738","Pradeep Madhavu"
"dark-patterns-buster-739","Pradeep Madhavu"
"dark-patterns-buster-740","Certified Buyer"
"dark-patterns-buster-741","Certified Buyer"
"dark-patterns-buster-742","7 days ago"
"dark-patterns-buster-743","7 days ago"
"dark-patterns-buster-744","2. Google Back Cover for Googl..."
"dark-patterns-buster-745","2. Google Back Cover for Googl..."
"dark-patterns-buster-746","4.5"
"dark-patterns-buster-747","4.5"
"dark-patterns-buster-748","200 Ratings"
"dark-patterns-buster-749","200 Ratings"
"dark-patterns-buster-750","&"
"dark-patterns-buster-751","&"
"dark-patterns-buster-752","30 Reviews"
"dark-patterns-buster-753","30 Reviews"
"dark-patterns-buster-754","₹2,389"
"dark-patterns-buster-755","₹2,389"
"dark-patterns-buster-756","Suitable For: Mobile"
"dark-patterns-buster-757","Suitable For: Mobile"
"dark-patterns-buster-758","Material: Rubber"
"dark-patterns-buster-759","Material: Rubber"
"dark-patterns-buster-760","Theme: No Theme"
"dark-patterns-buster-761","Theme: No Theme"
"dark-patterns-buster-762","Most Helpful Review"
"dark-patterns-buster-763","Most Helpful Review"
"dark-patterns-buster-764","5"
"dark-patterns-buster-765","5"
"dark-patterns-buster-766","Simply awesome"
"dark-patterns-buster-767","Simply awesome"
"dark-patterns-buster-768","Very nice product. original pixel back cover. But the picture is different."
"dark-patterns-buster-769","Very nice product. original pixel back cover. But the picture is different."
"dark-patterns-buster-770","Read full review"
"dark-patterns-buster-771","Read full review"
"dark-patterns-buster-772","Flipkart Customer"
"dark-patterns-buster-773","Flipkart Customer"
"dark-patterns-buster-774","Certified Buyer"
"dark-patterns-buster-775","Certified Buyer"
"dark-patterns-buster-776","Nov, 2022"
"dark-patterns-buster-777","Nov, 2022"
"dark-patterns-buster-778","Recent Review"
"dark-patterns-buster-779","Recent Review"
"dark-patterns-buster-780","4"
"dark-patterns-buster-781","4"
"dark-patterns-buster-782","Good choice"
"dark-patterns-buster-783","Good choice"
"dark-patterns-buster-784","Premium feel to the case, but that is expected for the price. The grip is pretty bad though, kind of defeats the purpose of getting a case in the first place..."
"dark-patterns-buster-785","Premium feel to the case, but that is expected for the price. The grip is pretty bad though, kind of defeats the purpose of getting a case in the first place..."
"dark-patterns-buster-786","Read full review"
"dark-patterns-buster-787","Read full review"
"dark-patterns-buster-788","Aviral Mishra"
"dark-patterns-buster-789","Aviral Mishra"
"dark-patterns-buster-790","Certified Buyer"
"dark-patterns-buster-791","Certified Buyer"
"dark-patterns-buster-792","7 days ago"
"dark-patterns-buster-793","7 days ago"
"dark-patterns-buster-794","3. Google Nest Mini with Smitc..."
"dark-patterns-buster-795","3. Google Nest Mini with Smitc..."
"dark-patterns-buster-796","4.1"
"dark-patterns-buster-797","4.1"
"dark-patterns-buster-798","1,338 Ratings"
"dark-patterns-buster-799","1,338 Ratings"
"dark-patterns-buster-800","&"
"dark-patterns-buster-801","&"
"dark-patterns-buster-802","153 Reviews"
"dark-patterns-buster-803","153 Reviews"
"dark-patterns-buster-804","₹4,999"
"dark-patterns-buster-805","₹4,999"
"dark-patterns-buster-806","Voice control your Smitch WIFI smart bulb using Google Nest Mini"
"dark-patterns-buster-807","Voice control your Smitch WIFI smart bulb using Google Nest Mini"
"dark-patterns-buster-808","Change the colour of your light to suit your mood using your voice"
"dark-patterns-buster-809","Change the colour of your light to suit your mood using your voice"
"dark-patterns-buster-810","Stream music hands-free."
"dark-patterns-buster-811","Stream music hands-free."
"dark-patterns-buster-812","Most Helpful Review"
"dark-patterns-buster-813","Most Helpful Review"
"dark-patterns-buster-814","4"
"dark-patterns-buster-815","4"
"dark-patterns-buster-816","Very Good"
"dark-patterns-buster-817","Very Good"
"dark-patterns-buster-818","I ordered an electronic device for the first time online and it went a pretty good experience. I got all my items delivered a day earlier. Yaahoo!!! Ikr. The..."
"dark-patterns-buster-819","I ordered an electronic device for the first time online and it went a pretty good experience. I got all my items delivered a day earlier. Yaahoo!!! Ikr. The..."
"dark-patterns-buster-820","Read full review"
"dark-patterns-buster-821","Read full review"
"dark-patterns-buster-822","Flipkart Customer"
"dark-patterns-buster-823","Flipkart Customer"
"dark-patterns-buster-824","Certified Buyer"
"dark-patterns-buster-825","Certified Buyer"
"dark-patterns-buster-826","Nov, 2020"
"dark-patterns-buster-827","Nov, 2020"
"dark-patterns-buster-828","Recent Review"
"dark-patterns-buster-829","Recent Review"
"dark-patterns-buster-830","1"
"dark-patterns-buster-831","1"
"dark-patterns-buster-832","Hated it!"
"dark-patterns-buster-833","Hated it!"
"dark-patterns-buster-834","I am not satisfied on this product"
"dark-patterns-buster-835","I am not satisfied on this product"
"dark-patterns-buster-836","Read full review"
"dark-patterns-buster-837","Read full review"
"dark-patterns-buster-838","Sonu  Sahu"
"dark-patterns-buster-839","Sonu  Sahu"
"dark-patterns-buster-840","Certified Buyer"
"dark-patterns-buster-841","Certified Buyer"
"dark-patterns-buster-842","2 months ago"
"dark-patterns-buster-843","2 months ago"
"dark-patterns-buster-844","4. Google Nest Mini (2nd Gen) ..."
"dark-patterns-buster-845","4. Google Nest Mini (2nd Gen) ..."
"dark-patterns-buster-846","4.3"
"dark-patterns-buster-847","4.3"
"dark-patterns-buster-848","43,068 Ratings"
"dark-patterns-buster-849","43,068 Ratings"
"dark-patterns-buster-850","&"
"dark-patterns-buster-851","&"
"dark-patterns-buster-852","3,499 Reviews"
"dark-patterns-buster-853","3,499 Reviews"
"dark-patterns-buster-854","₹3,999"
"dark-patterns-buster-855","₹3,999"
"dark-patterns-buster-856","11% off"
"dark-patterns-buster-857","11% off"
"dark-patterns-buster-858","Voice activated smart speaker with the Google Assistant"
"dark-patterns-buster-859","Voice activated smart speaker with the Google Assistant"
"dark-patterns-buster-860","Available in Hindi"
"dark-patterns-buster-861","Available in Hindi"
"dark-patterns-buster-862","2X stronger bass than Google Home Mini"
"dark-patterns-buster-863","2X stronger bass than Google Home Mini"
"dark-patterns-buster-864","Most Helpful Review"
"dark-patterns-buster-865","Most Helpful Review"
"dark-patterns-buster-866","5"
"dark-patterns-buster-867","5"
"dark-patterns-buster-868","Does what it says, Amazing service from Flipkart"
"dark-patterns-buster-869","Does what it says, Amazing service from Flipkart"
"dark-patterns-buster-870","For Beginners in summary."
"dark-patterns-buster-871","For Beginners in summary."
"dark-patterns-buster-872","- This is a device with a speaker and mic .... acts as a voice based search engine and much much more."
"dark-patterns-buster-873","- This is a device with a speaker and mic .... acts as a voice based search engine and much much more."
"dark-patterns-buster-874","- YES you need Wifi and Elec..."
"dark-patterns-buster-875","- YES you need Wifi and Elec..."
"dark-patterns-buster-876","Read full review"
"dark-patterns-buster-877","Read full review"
"dark-patterns-buster-878","Aji G"
"dark-patterns-buster-879","Aji G"
"dark-patterns-buster-880","Certified Buyer"
"dark-patterns-buster-881","Certified Buyer"
"dark-patterns-buster-882","Feb, 2020"
"dark-patterns-buster-883","Feb, 2020"
"dark-patterns-buster-884","Recent Review"
"dark-patterns-buster-885","Recent Review"
"dark-patterns-buster-886","3"
"dark-patterns-buster-887","3"
"dark-patterns-buster-888","Does the job"
"dark-patterns-buster-889","Does the job"
"dark-patterns-buster-890","Pros:"
"dark-patterns-buster-891","Pros:"
"dark-patterns-buster-892","1. Vocal is best"
"dark-patterns-buster-893","1. Vocal is best"
"dark-patterns-buster-894","2. Design n build"
"dark-patterns-buster-895","2. Design n build"
"dark-patterns-buster-896","Cons:"
"dark-patterns-buster-897","Cons:"
"dark-patterns-buster-898","1. Worst bass"
"dark-patterns-buster-899","1. Worst bass"
"dark-patterns-buster-900","2. Connectivity is poor. Coz of that voice commands always fails"
"dark-patterns-buster-901","2. Connectivity is poor. Coz of that voice commands always fails"
"dark-patterns-buster-902","Read full review"
"dark-patterns-buster-903","Read full review"
"dark-patterns-buster-904","Haseeb  K P"
"dark-patterns-buster-905","Haseeb  K P"
"dark-patterns-buster-906","Certified Buyer"
"dark-patterns-buster-907","Certified Buyer"
"dark-patterns-buster-908","9 days ago"
"dark-patterns-buster-909","9 days ago"
"dark-patterns-buster-910","5. Google Pixel Buds Pro with ..."
"dark-patterns-buster-911","5. Google Pixel Buds Pro with ..."
"dark-patterns-buster-912","4.5"
"dark-patterns-buster-913","4.5"
"dark-patterns-buster-914","2,160 Ratings"
"dark-patterns-buster-915","2,160 Ratings"
"dark-patterns-buster-916","&"
"dark-patterns-buster-917","&"
"dark-patterns-buster-918","229 Reviews"
"dark-patterns-buster-919","229 Reviews"
"dark-patterns-buster-920","₹15,990"
"dark-patterns-buster-921","₹15,990"
"dark-patterns-buster-922","20% off"
"dark-patterns-buster-923","20% off"
"dark-patterns-buster-924","With Mic:Yes"
"dark-patterns-buster-925","With Mic:Yes"
"dark-patterns-buster-926","Bluetooth version: 5"
"dark-patterns-buster-927","Bluetooth version: 5"
"dark-patterns-buster-928","Wireless range: 10 m"
"dark-patterns-buster-929","Wireless range: 10 m"
"dark-patterns-buster-930","Most Helpful Review"
"dark-patterns-buster-931","Most Helpful Review"
"dark-patterns-buster-932","5"
"dark-patterns-buster-933","5"
"dark-patterns-buster-934","Mind-blowing purchase"
"dark-patterns-buster-935","Mind-blowing purchase"
"dark-patterns-buster-936","Highly recommended and thanks to FlipKart for quick delivery."
"dark-patterns-buster-937","Highly recommended and thanks to FlipKart for quick delivery."
"dark-patterns-buster-938","After a long journey Google finally gets earbuds right."
"dark-patterns-buster-939","After a long journey Google finally gets earbuds right."
"dark-patterns-buster-940","ANC works great and pairing to Androi..."
"dark-patterns-buster-941","ANC works great and pairing to Androi..."
"dark-patterns-buster-942","Read full review"
"dark-patterns-buster-943","Read full review"
"dark-patterns-buster-944","Akash Chaurasia"
"dark-patterns-buster-945","Akash Chaurasia"
"dark-patterns-buster-946","Certified Buyer"
"dark-patterns-buster-947","Certified Buyer"
"dark-patterns-buster-948","Jul, 2022"
"dark-patterns-buster-949","Jul, 2022"
"dark-patterns-buster-950","Recent Review"
"dark-patterns-buster-951","Recent Review"
"dark-patterns-buster-952","4"
"dark-patterns-buster-953","4"
"dark-patterns-buster-954","Good quality product"
"dark-patterns-buster-955","Good quality product"
"dark-patterns-buster-956","Good Product. The sound quality is good. The bass is punchy. Build quality is premium."
"dark-patterns-buster-957","Good Product. The sound quality is good. The bass is punchy. Build quality is premium."
"dark-patterns-buster-958","Read full review"
"dark-patterns-buster-959","Read full review"
"dark-patterns-buster-960","Shekhar Solanki"
"dark-patterns-buster-961","Shekhar Solanki"
"dark-patterns-buster-962","Certified Buyer"
"dark-patterns-buster-963","Certified Buyer"
"dark-patterns-buster-964","5 days ago"
"dark-patterns-buster-965","5 days ago"
"dark-patterns-buster-966","ABOUT"
"dark-patterns-buster-967","ABOUT"
"dark-patterns-buster-968","Contact Us"
"dark-patterns-buster-969","Contact Us"
"dark-patterns-buster-970","About Us"
"dark-patterns-buster-971","About Us"
"dark-patterns-buster-972","Careers"
"dark-patterns-buster-973","Careers"
"dark-patterns-buster-974","Flipkart Stories"
"dark-patterns-buster-975","Flipkart Stories"
"dark-patterns-buster-976","Press"
"dark-patterns-buster-977","Press"
"dark-patterns-buster-978","Flipkart Wholesale"
"dark-patterns-buster-979","Flipkart Wholesale"
"dark-patterns-buster-980","Cleartrip"
"dark-patterns-buster-981","Cleartrip"
"dark-patterns-buster-982","Corporate Information"
"dark-patterns-buster-983","Corporate Information"
"dark-patterns-buster-984","HELP"
"dark-patterns-buster-985","HELP"
"dark-patterns-buster-986","Payments"
"dark-patterns-buster-987","Payments"
"dark-patterns-buster-988","Shipping"
"dark-patterns-buster-989","Shipping"
"dark-patterns-buster-990","Cancellation & Returns"
"dark-patterns-buster-991","Cancellation & Returns"
"dark-patterns-buster-992","FAQ"
"dark-patterns-buster-993","FAQ"
"dark-patterns-buster-994","Report Infringement"
"dark-patterns-buster-995","Report Infringement"
"dark-patterns-buster-996","CONSUMER POLICY"
"dark-patterns-buster-997","CONSUMER POLICY"
"dark-patterns-buster-998","Cancellation & Returns"
"dark-patterns-buster-999","Cancellation & Returns"
"dark-patterns-buster-1000","Terms Of Use"
"dark-patterns-buster-1001","Terms Of Use"
"dark-patterns-buster-1002","Security"
"dark-patterns-buster-1003","Security"
"dark-patterns-buster-1004","Privacy"
"dark-patterns-buster-1005","Privacy"
"dark-patterns-buster-1006","Sitemap"
"dark-patterns-buster-1007","Sitemap"
"dark-patterns-buster-1008","Grievance Redressal"
"dark-patterns-buster-1009","Grievance Redressal"
"dark-patterns-buster-1010","EPR Compliance"
"dark-patterns-buster-1011","EPR Compliance"
"dark-patterns-buster-1012","SOCIAL"
"dark-patterns-buster-1013","SOCIAL"
"dark-patterns-buster-1014","Facebook"
"dark-patterns-buster-1015","Facebook"
"dark-patterns-buster-1016","Twitter"
"dark-patterns-buster-1017","Twitter"
"dark-patterns-buster-1018","YouTube"
"dark-patterns-buster-1019","YouTube"
"dark-patterns-buster-1020","Mail Us:"
"dark-patterns-buster-1021","Mail Us:"
"dark-patterns-buster-1022","Flipkart Internet Private Limited,"
"dark-patterns-buster-1023","Flipkart Internet Private Limited,"
"dark-patterns-buster-1026","Buildings Alyssa, Begonia &"
"dark-patterns-buster-1027","Buildings Alyssa, Begonia &"
"dark-patterns-buster-1030","Clove Embassy Tech Village,"
"dark-patterns-buster-1031","Clove Embassy Tech Village,"
"dark-patterns-buster-1034","Outer Ring Road, Devarabeesanahalli Village,"
"dark-patterns-buster-1035","Outer Ring Road, Devarabeesanahalli Village,"
"dark-patterns-buster-1038","Bengaluru, 560103,"
"dark-patterns-buster-1039","Bengaluru, 560103,"
"dark-patterns-buster-1042","Karnataka, India"
"dark-patterns-buster-1043","Karnataka, India"
"dark-patterns-buster-1046","Registered Office Address:"
"dark-patterns-buster-1047","Registered Office Address:"
"dark-patterns-buster-1048","Flipkart Internet Private Limited,"
"dark-patterns-buster-1049","Flipkart Internet Private Limited,"
"dark-patterns-buster-1052","Buildings Alyssa, Begonia &"
"dark-patterns-buster-1053","Buildings Alyssa, Begonia &"
"dark-patterns-buster-1056","Clove Embassy Tech Village,"
"dark-patterns-buster-1057","Clove Embassy Tech Village,"
"dark-patterns-buster-1060","Outer Ring Road, Devarabeesanahalli Village,"
"dark-patterns-buster-1061","Outer Ring Road, Devarabeesanahalli Village,"
"dark-patterns-buster-1064","Bengaluru, 560103,"
"dark-patterns-buster-1065","Bengaluru, 560103,"
"dark-patterns-buster-1068","Karnataka, India"
"dark-patterns-buster-1069","Karnataka, India"
"dark-patterns-buster-1072","CIN : U51109KA2012PTC066107"
"dark-patterns-buster-1073","CIN : U51109KA2012PTC066107"
"dark-patterns-buster-1076","Telephone:"
"dark-patterns-buster-1077","Telephone:"
"dark-patterns-buster-1078","044-45614700"
"dark-patterns-buster-1079","044-45614700"
"dark-patterns-buster-1082","Become a Seller"
"dark-patterns-buster-1083","Become a Seller"
"dark-patterns-buster-1084","Advertise"
"dark-patterns-buster-1085","Advertise"
"dark-patterns-buster-1086","Gift Cards"
"dark-patterns-buster-1087","Gift Cards"
"dark-patterns-buster-1088","Help Center"
"dark-patterns-buster-1089","Help Center"
"dark-patterns-buster-1090","© 2007-"
"dark-patterns-buster-1091","© 2007-"
"dark-patterns-buster-1092","2024"
"dark-patterns-buster-1093","2024"
"dark-patterns-buster-1096","Flipkart.com"
"dark-patterns-buster-1097","Flipkart.com"
"dark-patterns-buster-1098","Back to top"
"dark-patterns-buster-1099","Back to top"
